날짜,시가,고가,저가,종가,거래량,등락률
2022-08-19,37000,37050,35950,36400,85827,-0.8174386920980926
2022-08-22,36000,36050,35100,35300,96470,-3.021978021978022
2022-08-23,34600,35200,33900,34150,123650,-3.2577903682719547
2022-08-24,34300,34600,33650,34450,97087,0.8784773060029283
2022-08-25,34300,35700,34100,35300,137402,2.467343976777939
2022-08-26,35300,35650,34350,34450,72416,-2.4079320113314444
2022-08-29,33350,33600,32800,33250,106477,-3.483309143686502
2022-08-30,33350,35550,33350,35500,149512,6.7669172932330826
2022-08-31,34900,35550,34650,35150,64585,-0.9859154929577465
2022-09-01,34650,34850,33750,33750,91034,-3.982930298719772
2022-09-02,33850,35150,33500,34250,146329,1.4814814814814816
2022-09-05,33800,34600,33150,33350,90824,-2.627737226277372
2022-09-06,33350,33900,32600,32850,69667,-1.4992503748125936
2022-09-07,32600,32600,31200,32300,136365,-1.67427701674277
2022-09-08,32450,33800,32400,33050,158151,2.321981424148607
2022-09-13,33850,34600,33200,33950,125882,2.723146747352496
2022-09-14,32500,34650,32250,32800,173095,-3.3873343151693667
2022-09-15,32950,33200,32300,32400,89356,-1.2195121951219512
2022-09-16,32000,36150,31850,35050,583979,8.179012345679013
2022-09-19,34850,35700,33900,34150,193252,-2.5677603423680457
2022-09-20,34800,35100,33450,33850,103483,-0.8784773060029283
2022-09-21,33700,34000,32700,33450,89985,-1.1816838995568686
2022-09-22,33150,33150,31650,32400,134923,-3.1390134529147984
2022-09-23,32200,32650,31550,31600,132780,-2.4691358024691357
2022-09-26,30800,31800,29650,30000,165632,-5.063291139240507
2022-09-27,29500,31200,29500,31000,126512,3.3333333333333335
2022-09-28,30550,31750,30250,30850,132986,-0.4838709677419355
2022-09-29,31450,33450,31400,32300,224236,4.700162074554295
2022-09-30,31850,32900,31050,31450,169345,-2.631578947368421
2022-10-04,32000,32350,31650,32050,85226,1.9077901430842605
2022-10-05,32300,32400,31350,31350,90574,-2.1840873634945397
2022-10-06,31350,32350,31300,32050,52803,2.2328548644338118
2022-10-07,31500,31900,31150,31250,78026,-2.49609984399376
2022-10-11,31000,31050,28400,28450,167752,-8.959999999999999
2022-10-12,28200,28650,27600,27850,146579,-2.10896309314587
2022-10-13,27700,29450,26100,28900,306716,3.7701974865350087
2022-10-14,29050,30000,28750,29350,106142,1.5570934256055362
2022-10-17,28450,30000,28400,29450,162921,0.34071550255536626
2022-10-18,29750,30550,29750,30200,82937,2.5466893039049237
2022-10-19,30050,31000,29750,29800,108091,-1.3245033112582782
2022-10-20,29800,30300,29500,29550,70343,-0.8389261744966443
2022-10-21,29550,30100,29000,29000,84468,-1.8612521150592216
2022-10-24,29400,30600,29400,29950,87213,3.2758620689655173
2022-10-25,30100,30900,29700,30200,82973,0.8347245409015025
2022-10-26,30100,30750,29600,30200,63049,0.0
2022-10-27,30150,31300,30150,30900,91426,2.3178807947019866
2022-10-28,30550,31050,30400,30400,36926,-1.6181229773462782
2022-10-31,30900,31300,30250,30550,48521,0.4934210526315789
2022-11-01,30250,30800,30050,30550,57995,0.0
2022-11-02,30600,32150,30250,32000,141427,4.746317512274959
2022-11-03,31400,32150,31200,31200,100778,-2.5
2022-11-04,30950,31150,29450,30000,201225,-3.8461538461538463
2022-11-07,30050,32300,30050,31800,196901,6.0
2022-11-08,31550,33550,31550,33150,149996,4.245283018867925
2022-11-09,33200,33600,32700,32950,96664,-0.603318250377074
2022-11-10,32600,32600,31800,31950,84357,-3.0349013657056148
2022-11-11,33150,33750,32600,33550,148869,5.007824726134586
2022-11-14,33550,33850,32550,32800,90484,-2.235469448584203
2022-11-15,32800,34800,32800,34400,149742,4.878048780487805
2022-11-16,34500,35200,33850,34450,97180,0.14534883720930233
2022-11-17,34250,34900,33950,34300,65559,-0.43541364296081275
2022-11-18,34650,36300,34450,35050,140734,2.186588921282799
2022-11-21,34800,35250,33500,33650,107698,-3.9942938659058487
2022-11-22,33400,34150,32900,33000,69005,-1.9316493313521546
2022-11-23,33400,35750,33100,35650,114229,8.030303030303031
2022-11-24,35800,36450,35300,35550,128526,-0.2805049088359046
2022-11-25,35550,36800,35350,35900,127388,0.9845288326300985
2022-11-28,35750,35750,33900,34300,195065,-4.456824512534819
2022-11-29,40500,44550,38200,44550,3315869,29.88338192419825
2022-11-30,45100,46500,43300,44950,3059520,0.8978675645342313
2022-12-01,44900,49300,44500,47400,3345836,5.450500556173527
2022-12-02,46900,49000,46900,48750,338425,2.848101265822785
2022-12-05,49000,49000,47600,47800,198529,-1.948717948717949
2022-12-06,47450,47900,45800,46000,219849,-3.765690376569038
2022-12-07,44950,48200,43800,47100,1103029,2.391304347826087
2022-12-08,47750,48850,45100,47150,787463,0.10615711252653928
2022-12-09,46200,47450,44850,46350,423706,-1.6967126193001063
2022-12-12,45600,48200,45450,47400,408128,2.26537216828479
2022-12-13,48100,50900,45650,45650,826109,-3.691983122362869
2022-12-14,46050,47950,45900,47500,354796,4.052573932092004
2022-12-15,46900,47850,45900,46550,306520,-2.0
2022-12-16,45700,46850,45100,45850,230327,-1.5037593984962405
2022-12-19,45950,46600,45250,45900,167117,0.10905125408942204
2022-12-20,45800,46050,44500,45000,248960,-1.9607843137254901
2022-12-21,45400,47000,45150,46450,284803,3.2222222222222223
2022-12-22,46800,48200,46650,46750,355333,0.6458557588805167
2022-12-23,44850,47400,43700,46000,756068,-1.6042780748663104
2022-12-26,46350,48150,45850,46650,765668,1.4130434782608696
2022-12-27,47100,49300,46500,49100,1156259,5.251875669882101
2022-12-28,49600,49800,45700,46250,1062656,-5.8044806517311605
2022-12-29,45750,45800,43750,43800,555814,-5.297297297297297
2023-01-02,43700,44800,42500,42850,380487,-2.1689497716894977
2023-01-03,42850,44300,42550,43500,216255,1.5169194865810969
2023-01-04,43300,44050,42800,43500,125946,0.0
2023-01-05,44150,44150,40500,43100,528329,-0.9195402298850575
2023-01-06,42650,45450,42650,44350,329246,2.9002320185614847
2023-01-09,44650,47400,44650,46850,366193,5.636978579481398
2023-01-10,47200,47600,45400,45400,272130,-3.0949839914621133
2023-01-11,45900,46850,45450,45800,159336,0.881057268722467
2023-01-12,45850,47450,45800,46900,230335,2.4017467248908297
2023-01-13,46750,47250,44600,45200,294191,-3.624733475479744
2023-01-16,45350,45650,44100,45450,102178,0.5530973451327433
2023-01-17,45050,45050,44000,44300,187155,-2.5302530253025304
2023-01-18,44300,45400,44250,44350,109564,0.1128668171557562
2023-01-19,44100,45400,43750,44900,110013,1.2401352874859075
2023-01-20,44900,46200,44550,44700,155061,-0.4454342984409799
2023-01-25,44750,46000,44750,45650,119233,2.1252796420581657
2023-01-26,46150,46850,45250,46150,202269,1.095290251916758
2023-01-27,46400,47000,45650,46400,139644,0.5417118093174431
2023-01-30,46550,47800,45300,45400,215876,-2.1551724137931036
2023-01-31,44750,48550,44450,48100,534165,5.947136563876652
2023-02-01,48150,50600,47550,49600,598571,3.118503118503119
2023-02-02,50400,52100,49250,50900,507088,2.620967741935484
2023-02-03,50800,51800,49600,51100,370022,0.3929273084479371
2023-02-06,51200,52500,50300,51000,285639,-0.19569471624266144
2023-02-07,50800,54300,50500,53200,564559,4.313725490196078
2023-02-08,53700,53800,52800,53100,201062,-0.18796992481203006
2023-02-09,54000,54700,52600,53700,342721,1.1299435028248588
2023-02-10,53200,53800,51500,52600,275549,-2.0484171322160147
2023-02-13,52600,53400,51500,52000,192723,-1.1406844106463878
2023-02-14,52000,52500,50800,50900,202084,-2.1153846153846154
2023-02-15,51300,51300,49100,49800,358550,-2.161100196463654
2023-02-16,50000,52000,49700,50900,349339,2.208835341365462
2023-02-17,50300,51500,49850,51300,217207,0.7858546168958742
2023-02-20,51400,54300,51000,52800,337055,2.923976608187134
2023-02-21,53200,53500,51500,52400,249436,-0.7575757575757576
2023-02-22,51800,51800,46650,48050,796428,-8.301526717557252
2023-02-23,48050,50400,47100,48050,605029,0.0
2023-02-24,48550,49800,47750,48500,301341,0.9365244536940687
2023-02-27,48300,49250,47550,48200,195582,-0.6185567010309279
2023-02-28,48650,54700,48400,51700,834715,7.261410788381744
2023-03-02,53500,55600,52000,54500,612711,5.415860735009671
2023-03-03,54100,57000,53200,57000,643809,4.587155963302752
2023-03-06,57800,58900,56300,57500,573910,0.8771929824561403
2023-03-07,58000,58400,55900,57100,414430,-0.6956521739130435
2023-03-08,56500,57700,54900,55300,390657,-3.1523642732049035
2023-03-09,55000,59300,54300,57000,591716,3.074141048824593
2023-03-10,56000,56000,49400,50400,843548,-11.578947368421053
2023-03-13,50400,52000,47000,51000,484150,1.1904761904761905
2023-03-14,50900,51100,49000,49150,304275,-3.6274509803921573
2023-03-15,50000,52600,49700,52300,456004,6.408952187182096
2023-03-16,52000,54300,50900,52400,395844,0.19120458891013384
2023-03-17,53100,55700,52200,55400,396462,5.7251908396946565
2023-03-20,55300,57900,55200,56500,446433,1.9855595667870036
2023-03-21,57200,58100,55900,57500,337588,1.7699115044247788
2023-03-22,57600,59200,55600,58200,487508,1.2173913043478262
2023-03-23,58000,60000,57400,59000,626157,1.3745704467353952
2023-03-24,60500,61800,58400,61300,1065269,3.898305084745763
2023-03-27,67400,79600,67200,78800,5310447,28.548123980424144
2023-03-28,78500,83700,75200,81800,2686872,3.807106598984772
2023-03-29,78500,81000,77400,80000,882501,-2.2004889975550124
2023-03-30,79600,86000,79500,80500,1334364,0.625
2023-03-31,81300,83000,79100,80900,605127,0.4968944099378882
2023-04-03,81000,84000,77700,79800,830216,-1.3597033374536465
2023-04-04,79100,82000,77600,80400,541892,0.7518796992481203
2023-04-05,80000,86800,79700,85000,1406088,5.721393034825871
2023-04-06,86000,86500,83300,84300,462001,-0.823529411764706
2023-04-07,84700,88000,83400,85900,526387,1.8979833926453145
2023-04-10,86100,88000,83000,87500,538888,1.8626309662398137
2023-04-11,87100,88500,85100,86300,424135,-1.3714285714285714
2023-04-12,87000,95600,84600,95600,1520076,10.776361529548089
2023-04-13,93500,99800,91100,98000,1821643,2.510460251046025
2023-04-14,97600,107300,94200,94200,1774995,-3.877551020408163
2023-04-17,94200,96200,90300,92400,703231,-1.910828025477707
2023-04-18,92400,96000,91100,94000,669918,1.7316017316017316
2023-04-19,94200,97200,93500,94200,610203,0.2127659574468085
2023-04-20,93500,93500,78700,79600,1818728,-15.498938428874734
2023-04-21,79500,81600,74700,76800,1357958,-3.5175879396984926
2023-04-24,77100,78500,75700,76300,534178,-0.6510416666666667
2023-04-25,76300,81300,75400,76600,611343,0.39318479685452157
2023-04-26,75400,76300,67900,72300,870306,-5.613577023498695
2023-04-27,72300,76100,71800,75500,500343,4.426002766251729
2023-04-28,76400,76800,73800,75200,493739,-0.3973509933774834
2023-05-02,70100,71800,65400,69500,1208433,-7.579787234042554
2023-05-03,68800,70200,66100,66900,631595,-3.741007194244604
2023-05-04,65800,67700,64800,65400,872173,-2.242152466367713
2023-05-08,62700,71200,62700,66300,1128360,1.3761467889908259
2023-05-09,66000,66800,63100,64500,405442,-2.7149321266968327
2023-05-10,65100,67300,64000,65700,396109,1.8604651162790697
2023-05-11,67600,67600,63400,63400,394418,-3.50076103500761
2023-05-12,62900,64100,61300,61900,430442,-2.365930599369085
2023-05-15,61300,62200,59500,61400,453837,-0.8077544426494345
2023-05-16,61400,63400,60600,62000,265466,0.9771986970684038
2023-05-17,62600,67000,62100,65800,446169,6.129032258064516
2023-05-18,66300,66400,62300,64000,317595,-2.735562310030395
2023-05-19,64000,64500,62200,64400,249293,0.625
2023-05-22,64000,64400,62900,63300,201713,-1.7080745341614907
2023-05-23,63700,65600,62800,65100,258002,2.843601895734597
2023-05-24,64400,65500,63400,64600,255507,-0.7680491551459293
2023-05-25,64400,65400,61900,62700,263221,-2.941176470588235
2023-05-26,63100,64400,61500,62500,279510,-0.3189792663476874
2023-05-30,62500,63400,59600,60500,355242,-3.2
2023-05-31,60600,63200,60300,62000,263887,2.479338842975207
2023-06-01,62200,64600,61400,63800,380578,2.903225806451613
2023-06-02,63800,64400,61400,62100,237797,-2.664576802507837
2023-06-05,62000,63500,60800,62800,181685,1.1272141706924315
2023-06-07,62800,64100,62100,62300,197419,-0.7961783439490446
2023-06-08,62600,63100,61700,62200,224163,-0.16051364365971107
2023-06-09,62300,66400,61900,63600,444435,2.2508038585209005
2023-06-12,63600,63700,55500,57500,832921,-9.59119496855346
2023-06-13,58000,62300,57800,61100,604055,6.260869565217392
2023-06-14,60200,61100,58300,58500,297392,-4.25531914893617
2023-06-15,58900,59500,56700,57200,336585,-2.2222222222222223
2023-06-16,57300,59700,56600,57600,255288,0.6993006993006993
2023-06-19,57700,60900,56800,59100,347111,2.604166666666667
2023-06-20,58800,60000,57700,59100,182719,0.0
2023-06-21,59500,59500,54300,55700,692004,-5.752961082910321
2023-06-22,56000,58200,55700,57100,337859,2.5134649910233393
2023-06-23,57700,59300,56600,56900,281399,-0.3502626970227671
2023-06-26,56100,58900,55300,57200,261897,0.5272407732864675
2023-06-27,56900,62500,56500,60800,667470,6.293706293706294
2023-06-28,63200,63500,58800,60100,623990,-1.151315789473684
2023-06-29,60300,60300,50000,51800,1590805,-13.810316139767053
2023-06-30,51800,55300,50800,54900,585541,5.984555984555985
2023-07-03,53200,54100,51100,52900,946825,-3.642987249544627
2023-07-04,59600,60900,53500,53900,1722976,1.890359168241966
2023-07-05,53100,54200,52400,52400,329878,-2.782931354359926
2023-07-06,52200,52500,50500,51000,359634,-2.6717557251908395
2023-07-07,50500,51600,50000,50700,302922,-0.5882352941176471
2023-07-10,49800,51000,49750,49950,187333,-1.4792899408284024
2023-07-11,50400,52800,50400,52400,221483,4.904904904904905
2023-07-12,52000,53400,51400,53100,174660,1.3358778625954197
2023-07-13,53200,54400,53000,53000,241374,-0.18832391713747645
2023-07-14,53200,55200,53000,53900,255223,1.6981132075471699
2023-07-17,53400,54900,52900,54300,151599,0.7421150278293136
2023-07-18,54000,56700,53800,55400,307933,2.0257826887661143
2023-07-19,55800,62500,55800,62500,969940,12.815884476534295
2023-07-20,62000,63200,60700,62800,417460,0.48
2023-07-21,62500,66400,62400,64900,747105,3.343949044585987
2023-07-24,64900,66300,62000,63200,418035,-2.6194144838212634
2023-07-25,62500,63600,61200,62700,332072,-0.7911392405063291
2023-07-26,61900,62400,59400,60600,540332,-3.349282296650718
2023-07-27,60600,64100,59900,63200,432043,4.29042904290429
2023-07-28,63000,65800,62400,65400,372478,3.481012658227848
2023-07-31,66000,66700,62300,63800,348900,-2.4464831804281344
2023-08-01,63000,69000,62900,66300,516234,3.918495297805643
2023-08-02,66300,66900,63300,64300,362507,-3.0165912518853695
2023-08-03,63500,68400,63500,67500,458470,4.976671850699844
2023-08-04,69000,69300,66000,67000,326025,-0.7407407407407408
2023-08-07,67100,67700,64500,64800,277105,-3.2835820895522385
2023-08-08,64900,66000,63900,64300,239730,-0.7716049382716049
2023-08-09,63600,66600,63600,65300,236545,1.5552099533437014
2023-08-10,64800,67600,63700,65500,375738,0.3062787136294028
2023-08-11,65500,65700,62900,65000,294885,-0.7633587786259541
2023-08-14,65800,66900,63300,65400,308298,0.6153846153846154
2023-08-16,64700,65000,62000,62200,282750,-4.892966360856269
2023-08-17,62000,62600,60900,61500,286511,-1.1254019292604502
2023-08-18,60700,61800,59600,60100,205991,-2.2764227642276422
2023-08-21,59000,59500,56800,58200,349690,-3.1613976705490847
2023-08-22,58500,60000,57600,57800,188235,-0.6872852233676976
2023-08-23,57700,58200,55500,56600,290346,-2.0761245674740483
2023-08-24,71700,73500,70000,73500,1295286,29.858657243816257
2023-08-25,78700,83300,73500,79500,4228277,8.16326530612245
2023-08-28,80800,85700,80000,80400,1362120,1.1320754716981132
2023-08-29,85000,91300,83600,86200,2423301,7.213930348258707
2023-08-30,85600,88800,85400,87400,671591,1.3921113689095126
2023-08-31,86600,90500,84800,87900,745401,0.5720823798627002
2023-09-01,86900,91300,86000,88600,554301,0.7963594994311717
2023-09-04,88400,93900,87400,93100,736373,5.07900677200903
2023-09-05,92300,94500,92100,93200,335109,0.10741138560687433
2023-09-06,94300,98200,93100,96600,629357,3.648068669527897
2023-09-07,96400,98300,93700,95400,428945,-1.2422360248447204
2023-09-08,95300,98600,94900,96500,511002,1.1530398322851152
2023-09-11,96500,97700,92100,92700,455680,-3.9378238341968914
2023-09-12,92800,93400,83600,90500,797579,-2.373247033441208
2023-09-13,89400,90500,86500,87100,406150,-3.7569060773480665
2023-09-14,87200,89100,85900,87700,349593,0.6888633754305395
2023-09-15,87400,89600,85600,89100,294486,1.596351197263398
2023-09-18,87800,93800,87700,93100,341056,4.489337822671156
2023-09-19,92500,94100,89500,93200,284854,0.10741138560687433
2023-09-20,93200,93400,85100,88000,668334,-5.579399141630901
2023-09-21,86700,87300,79800,80300,789218,-8.75
2023-09-22,78000,80200,77500,79400,389944,-1.1207970112079702
2023-09-25,78100,81500,76500,79500,427798,0.12594458438287154
2023-09-26,79000,80400,76700,76800,283300,-3.3962264150943398
2023-09-27,76500,78700,75600,76800,393995,0.0
2023-10-04,73700,75900,72500,73800,423101,-3.90625
2023-10-05,75100,77200,73800,74500,333965,0.9485094850948509
2023-10-06,74100,77900,74100,76800,234750,3.087248322147651
2023-10-10,77000,79600,75600,75700,346955,-1.4322916666666665
2023-10-11,76200,77100,75300,75900,209005,0.26420079260237783
2023-10-12,76600,79400,75900,78700,412249,3.689064558629776
2023-10-13,78200,79300,77600,79200,170295,0.6353240152477764
2023-10-16,78300,79100,76000,77400,252820,-2.272727272727273
2023-10-17,77400,78800,75100,76400,218919,-1.2919896640826873
2023-10-18,75700,76000,71000,71300,372863,-6.675392670157068
2023-10-19,70100,71100,67400,67900,349003,-4.768583450210379
2023-10-20,66800,68000,64600,65700,398258,-3.2400589101620034
2023-10-23,65000,66600,64900,65800,190667,0.15220700152207
2023-10-24,66200,67200,64100,66900,257362,1.6717325227963524
2023-10-25,67100,67800,65200,65700,138402,-1.7937219730941705
2023-10-26,64000,65400,63500,64200,166016,-2.28310502283105
2023-10-27,64300,65800,63400,64400,185335,0.3115264797507788
2023-10-30,64000,64600,62500,63600,181555,-1.2422360248447204
2023-10-31,63800,64000,61000,61400,224646,-3.459119496855346
2023-11-01,61900,64400,61900,63100,163028,2.768729641693811
2023-11-02,64500,70300,64500,69200,292145,9.667194928684628
2023-11-03,70200,70200,67500,68100,167207,-1.5895953757225432
2023-11-06,70000,73600,68800,73100,408588,7.342143906020558
2023-11-07,71900,73500,70600,71500,198687,-2.188782489740082
2023-11-08,72000,74300,71600,73300,186309,2.5174825174825175
2023-11-09,73200,74000,69800,69800,197862,-4.774897680763983
2023-11-10,68900,70000,65400,66800,277880,-4.297994269340974
2023-11-13,67000,68400,63300,63900,230616,-4.341317365269461
2023-11-14,64200,67000,64200,66900,173850,4.694835680751173
2023-11-15,67600,70000,67500,68700,205671,2.690582959641256
2023-11-16,69300,69400,66900,67600,118607,-1.6011644832605532
2023-11-17,67400,67500,61200,61600,408845,-8.875739644970414
2023-11-20,62300,64000,61100,63200,269925,2.5974025974025974
2023-11-21,79000,81000,71300,71600,2493615,13.291139240506327
2023-11-22,71500,73400,67200,68200,1130221,-4.748603351955307
2023-11-23,68200,72500,68200,69500,554058,1.906158357771261
2023-11-24,68500,69300,65400,66900,517657,-3.741007194244604
2023-11-27,67300,67500,63900,64800,281099,-3.1390134529147984
2023-11-28,64100,70700,64100,70700,496952,9.104938271604938
2023-11-29,70200,74800,69700,72000,634805,1.8387553041018387
2023-11-30,71400,74000,70200,71200,402837,-1.1111111111111112
2023-12-01,71600,74300,69900,74300,419370,4.353932584269663
2023-12-04,74500,75100,72500,73900,318722,-0.5383580080753702
2023-12-05,73300,74300,69000,70000,363393,-5.2774018944519625
2023-12-06,70200,70600,69000,69300,167232,-1.0
2023-12-07,69400,71300,68300,68700,279611,-0.8658008658008658
2023-12-08,69100,69500,66500,68500,214687,-0.2911208151382824
2023-12-11,67900,69000,66200,66900,196812,-2.335766423357664
2023-12-12,66300,69600,66000,69000,274852,3.1390134529147984
2023-12-13,68200,69100,66800,66800,211511,-3.1884057971014492
2023-12-14,67500,69300,67400,67400,283849,0.8982035928143712
2023-12-15,67600,68000,65600,66900,201021,-0.741839762611276
2023-12-18,67800,68900,67000,67100,245488,0.29895366218236175
2023-12-19,67000,69400,66500,68300,242212,1.7883755588673622
2023-12-20,68900,70500,68000,69500,303230,1.7569546120058566
2023-12-21,69600,72800,69300,71200,494369,2.446043165467626
2023-12-22,71100,72400,69900,70800,317695,-0.5617977528089888
2023-12-26,73200,74700,71700,73100,631739,3.248587570621469
2023-12-27,73500,77600,73500,74300,760546,1.6415868673050615
2023-12-28,75200,77500,73100,77300,377748,4.037685060565275
2024-01-02,79000,81000,77300,79900,596467,3.363518758085381
2024-01-03,80200,80800,76700,79000,314725,-1.1264080100125156
2024-01-04,77900,78000,73000,74400,524240,-5.822784810126582
2024-01-05,74000,76000,73800,75200,205336,1.0752688172043012
2024-01-08,75300,79500,74300,78900,347275,4.920212765957447
2024-01-09,78700,81200,77900,80100,287314,1.520912547528517
2024-01-10,80100,83000,78600,80000,348744,-0.12484394506866417
2024-01-11,79200,80700,77000,78900,264407,-1.375
2024-01-12,78800,79300,75400,77800,276520,-1.394169835234474
2024-01-15,77900,78200,74400,74600,197979,-4.113110539845758
2024-01-16,74700,75700,72400,72700,191455,-2.546916890080429
2024-01-17,72500,73000,70300,70800,218354,-2.613480055020633
2024-01-18,70700,72900,69800,71500,164049,0.9887005649717515
2024-01-19,72500,74600,69900,70600,228233,-1.2587412587412588
2024-01-22,70700,72100,69900,71000,135950,0.56657223796034
2024-01-23,71700,73900,70600,72500,162899,2.112676056338028
2024-01-24,72500,72500,70300,70300,121982,-3.0344827586206895
2024-01-25,69800,70000,67400,68000,196486,-3.2716927453769555
2024-01-26,67300,70000,67200,68300,148588,0.4411764705882353
2024-01-29,68600,69300,65300,65600,253234,-3.953147877013177
2024-01-30,66000,67300,65100,67200,184939,2.4390243902439024
2024-01-31,67200,67200,64000,64100,203792,-4.613095238095238
2024-02-01,63900,64800,61900,64200,198419,0.15600624024961
2024-02-02,64700,66400,64700,65500,179295,2.0249221183800623
2024-02-05,64600,64900,62500,62600,186305,-4.427480916030534
2024-02-06,62700,63500,62000,62600,139360,0.0
2024-02-07,62200,63600,62100,62400,102754,-0.3194888178913738
2024-02-08,62400,65800,62100,64800,238469,3.8461538461538463
2024-02-13,64400,69800,64100,68800,244767,6.172839506172839
2024-02-14,67100,71100,66800,70200,238095,2.0348837209302326
2024-02-15,70500,72100,69200,70200,199777,0.0
2024-02-16,70600,71900,70100,70800,113706,0.8547008547008548
2024-02-19,70800,71400,69400,69800,123827,-1.4124293785310735
2024-02-20,69200,69700,67800,68200,121267,-2.292263610315186
2024-02-21,67600,68300,65900,67000,177835,-1.7595307917888565
2024-02-22,66600,71100,66400,69300,204786,3.4328358208955225
2024-02-23,70200,76000,70100,73500,787842,6.0606060606060606
2024-02-26,73000,75000,71100,73400,271375,-0.13605442176870747
2024-02-27,73100,73500,69000,69400,313586,-5.449591280653951
2024-02-28,69100,79200,68400,77200,467131,11.239193083573488
2024-02-29,75200,76600,71600,71600,482287,-7.253886010362693
2024-03-04,72200,77000,71300,75800,411023,5.865921787709497
2024-03-05,76000,77500,74600,76400,391621,0.79155672823219
2024-03-06,77200,80000,75100,77100,639478,0.9162303664921465
2024-03-07,78500,80500,75800,76300,567556,-1.0376134889753565
2024-03-08,76300,81800,74500,81300,718218,6.553079947575361
2024-03-11,83000,83500,79600,80700,464053,-0.7380073800738007
2024-03-12,80100,81400,77000,78200,365981,-3.0978934324659235
2024-03-13,77500,82800,77500,80000,679751,2.3017902813299234
2024-03-14,80500,84300,78800,79900,713352,-0.125
2024-03-15,80300,80800,77500,77800,354579,-2.6282853566958697
2024-03-18,79400,87700,77800,86500,1226331,11.182519280205655
2024-03-19,85300,89000,83900,88000,829416,1.7341040462427744
2024-03-20,87100,88400,84700,86200,401211,-2.0454545454545454
2024-03-21,86700,88600,86000,87100,356295,1.0440835266821344
2024-03-22,87500,91900,78800,85500,1511659,-1.8369690011481057
2024-03-25,103000,111100,102700,111100,2676089,29.94152046783626
2024-03-26,118100,143400,117000,140400,10118894,26.37263726372637
2024-03-27,141200,147300,135700,140600,3928762,0.14245014245014245
2024-03-28,139100,148700,135900,137400,2949002,-2.275960170697013
2024-03-29,136600,142300,135100,140600,1486563,2.3289665211062593
2024-04-01,146500,151200,138300,140700,2503713,0.07112375533428165
2024-04-02,136900,137500,112000,115500,7050722,-17.91044776119403
2024-04-03,111500,116900,107300,109400,2960369,-5.2813852813852815
2024-04-04,111500,116100,104600,111400,4023260,1.8281535648994516
2024-04-05,107500,114500,98900,112400,4346370,0.8976660682226212
2024-04-08,108900,111100,103400,103500,1353134,-7.918149466192171
2024-04-09,102900,109300,101800,104700,1561977,1.1594202898550725
2024-04-11,101300,103000,97000,97400,1218299,-6.972301814708691
2024-04-12,98400,108200,98200,105800,2000953,8.624229979466119
2024-04-15,104600,106900,101500,102700,667073,-2.9300567107750473
2024-04-16,100000,100400,96100,97100,951180,-5.452775073028238
2024-04-17,97800,98800,95400,95400,543316,-1.7507723995880538
2024-04-18,95500,108600,95400,103900,1728395,8.90985324947589
2024-04-19,102900,105200,98400,102700,926519,-1.1549566891241578
2024-04-22,105100,106900,99800,100200,906728,-2.4342745861733204
2024-04-23,100600,103400,99300,101700,597164,1.4970059880239521
2024-04-24,102100,110800,100200,108500,1157709,6.686332350049164
2024-04-25,107500,109200,103300,104700,610537,-3.5023041474654377
2024-04-26,107100,110500,105200,106600,860094,1.8147086914995225
