,Open,High,Low,Close,Volume,Adj Close
2022-09-04,1361.510009765625,1374.780029296875,1361.300048828125,1361.510009765625,0.0,1361.510009765625
2022-09-05,1361.81005859375,1381.0899658203125,1363.6400146484375,1361.81005859375,0.0,1361.81005859375
2022-09-06,1378.1099853515625,1390.5400390625,1377.510009765625,1378.1099853515625,0.0,1378.1099853515625
2022-09-07,1374.31005859375,1386.6400146484375,1373.7900390625,1374.31005859375,0.0,1374.31005859375
2022-09-08,1383.0,1385.0,1372.780029296875,1383.0,0.0,1383.0
2022-09-11,1379.06005859375,1383.550048828125,1372.72998046875,1379.06005859375,0.0,1379.06005859375
2022-09-12,1375.81005859375,1392.9300537109375,1370.3499755859375,1375.81005859375,0.0,1375.81005859375
2022-09-13,1393.469970703125,1396.1400146484375,1387.31005859375,1393.469970703125,0.0,1393.469970703125
2022-09-14,1391.1800537109375,1399.489990234375,1390.22998046875,1391.1800537109375,0.0,1391.1800537109375
2022-09-15,1398.6300048828125,1398.800048828125,1381.010009765625,1398.6300048828125,0.0,1398.6300048828125
2022-09-18,1385.22998046875,1395.6700439453125,1383.75,1385.22998046875,0.0,1385.22998046875
2022-09-19,1390.1099853515625,1394.219970703125,1387.0899658203125,1390.1099853515625,0.0,1390.1099853515625
2022-09-20,1392.510009765625,1398.02001953125,1387.6500244140625,1392.510009765625,0.0,1392.510009765625
2022-09-21,1397.56005859375,1414.4000244140625,1396.75,1397.56005859375,0.0,1397.56005859375
2022-09-22,1403.6600341796875,1418.72998046875,1401.6099853515625,1403.6600341796875,0.0,1403.6600341796875
2022-09-25,1421.81005859375,1434.6500244140625,1418.550048828125,1421.81005859375,0.0,1421.81005859375
2022-09-26,1429.77001953125,1430.0999755859375,1418.260009765625,1429.77001953125,0.0,1429.77001953125
2022-09-27,1426.260009765625,1446.4100341796875,1425.4599609375,1426.260009765625,0.0,1426.260009765625
2022-09-28,1421.949951171875,1442.3299560546875,1420.9599609375,1421.949951171875,0.0,1421.949951171875
2022-09-29,1430.1700439453125,1437.4000244140625,1428.300048828125,1430.1700439453125,0.0,1430.1700439453125
2022-10-02,1439.22998046875,1444.719970703125,1431.719970703125,1439.22998046875,0.0,1439.22998046875
2022-10-03,1433.3399658203125,1436.1500244140625,1417.2900390625,1433.3399658203125,0.0,1433.3399658203125
2022-10-04,1416.530029296875,1423.489990234375,1409.2099609375,1416.530029296875,0.0,1416.530029296875
2022-10-05,1416.760009765625,1416.760009765625,1396.4000244140625,1416.760009765625,0.0,1416.760009765625
2022-10-06,1408.449951171875,1419.199951171875,1401.199951171875,1408.449951171875,0.0,1408.449951171875
2022-10-09,1415.97998046875,1430.0699462890625,1415.97998046875,1415.97998046875,0.0,1415.97998046875
2022-10-10,1428.3499755859375,1438.1500244140625,1427.72998046875,1428.3499755859375,0.0,1428.3499755859375
2022-10-11,1430.800048828125,1435.5400390625,1422.489990234375,1430.800048828125,0.0,1430.800048828125
2022-10-12,1423.9000244140625,1445.739990234375,1423.1199951171875,1423.9000244140625,0.0,1423.9000244140625
2022-10-13,1430.300048828125,1439.6600341796875,1424.510009765625,1430.300048828125,0.0,1430.300048828125
2022-10-16,1440.760009765625,1441.02001953125,1429.280029296875,1440.760009765625,0.0,1440.760009765625
2022-10-17,1430.1500244140625,1431.68994140625,1418.5,1430.1500244140625,0.0,1430.1500244140625
2022-10-18,1425.02001953125,1435.5999755859375,1413.06005859375,1425.02001953125,0.0,1425.02001953125
2022-10-19,1435.010009765625,1436.43994140625,1420.93994140625,1435.010009765625,0.0,1435.010009765625
2022-10-20,1430.31005859375,1444.8299560546875,1428.0,1430.31005859375,0.0,1430.31005859375
2022-10-23,1428.1099853515625,1445.699951171875,1427.9000244140625,1428.1099853515625,0.0,1428.1099853515625
2022-10-24,1443.9599609375,1443.9300537109375,1422.9200439453125,1443.9599609375,0.0,1443.9599609375
2022-10-25,1426.9300537109375,1432.2099609375,1409.9300537109375,1426.9300537109375,0.0,1426.9300537109375
2022-10-26,1412.68994140625,1424.510009765625,1412.030029296875,1412.68994140625,0.0,1412.68994140625
2022-10-27,1420.6500244140625,1428.1199951171875,1412.3199462890625,1420.6500244140625,0.0,1420.6500244140625
2022-10-31,1421.6500244140625,1429.0699462890625,1418.4200439453125,1421.6500244140625,0.0,1421.6500244140625
2022-11-01,1424.6700439453125,1428.510009765625,1410.47998046875,1424.6700439453125,0.0,1424.6700439453125
2022-11-02,1416.5999755859375,1420.4000244140625,1412.3599853515625,1416.5999755859375,0.0,1416.5999755859375
2022-11-03,1423.0999755859375,1427.949951171875,1417.0899658203125,1423.0999755859375,0.0,1423.0999755859375
2022-11-04,1423.6500244140625,1428.93994140625,1404.010009765625,1423.6500244140625,0.0,1423.6500244140625
2022-11-07,1402.1099853515625,1412.0699462890625,1389.4100341796875,1402.1099853515625,0.0,1402.1099853515625
2022-11-08,1392.699951171875,1393.800048828125,1369.8900146484375,1392.699951171875,0.0,1392.699951171875
2022-11-09,1374.1500244140625,1380.1500244140625,1351.47998046875,1374.1500244140625,0.0,1374.1500244140625
2022-11-10,1370.550048828125,1383.4599609375,1350.0999755859375,1370.550048828125,0.0,1370.550048828125
2022-11-11,1349.3699951171875,1349.81005859375,1314.1099853515625,1349.3699951171875,0.0,1349.3699951171875
2022-11-14,1313.030029296875,1331.8599853515625,1310.0400390625,1313.030029296875,0.0,1313.030029296875
2022-11-15,1324.0799560546875,1326.72998046875,1306.06005859375,1324.0799560546875,0.0,1324.0799560546875
2022-11-16,1316.260009765625,1333.81005859375,1314.4200439453125,1316.260009765625,0.0,1316.260009765625
2022-11-17,1336.4300537109375,1351.1400146484375,1329.3499755859375,1336.4300537109375,0.0,1336.4300537109375
2022-11-18,1342.75,1343.3599853515625,1334.52001953125,1342.75,0.0,1342.75
2022-11-21,1339.030029296875,1362.0,1344.9000244140625,1339.030029296875,0.0,1339.030029296875
2022-11-22,1359.75,1360.9599609375,1350.449951171875,1359.75,0.0,1359.75
2022-11-23,1352.68994140625,1355.43994140625,1339.530029296875,1352.68994140625,0.0,1352.68994140625
2022-11-24,1336.81005859375,1339.3399658203125,1323.5699462890625,1336.81005859375,0.0,1336.81005859375
2022-11-25,1317.8900146484375,1335.300048828125,1318.7099609375,1317.8900146484375,0.0,1317.8900146484375
2022-11-28,1334.56005859375,1342.1500244140625,1323.4100341796875,1334.56005859375,0.0,1334.56005859375
2022-11-29,1340.1199951171875,1340.8699951171875,1323.1099853515625,1340.1199951171875,0.0,1340.1199951171875
2022-11-30,1325.3699951171875,1329.219970703125,1311.5799560546875,1325.3699951171875,0.0,1325.3699951171875
2022-12-01,1279.800048828125,1308.02001953125,1281.199951171875,1279.800048828125,0.0,1279.800048828125
2022-12-02,1303.25,1307.93994140625,1294.9100341796875,1303.25,0.0,1303.25
2022-12-05,1299.1700439453125,1304.0999755859375,1288.7099609375,1299.1700439453125,0.0,1299.1700439453125
2022-12-06,1304.3699951171875,1322.43994140625,1301.0699462890625,1304.3699951171875,0.0,1304.3699951171875
2022-12-07,1319.7099609375,1325.8199462890625,1308.0899658203125,1319.7099609375,0.0,1319.7099609375
2022-12-08,1314.0999755859375,1322.800048828125,1313.8399658203125,1314.0999755859375,0.0,1314.0999755859375
2022-12-09,1316.6300048828125,1316.6700439453125,1295.300048828125,1316.6300048828125,0.0,1316.6300048828125
2022-12-12,1303.1700439453125,1312.9599609375,1301.699951171875,1303.1700439453125,0.0,1303.1700439453125
2022-12-13,1305.9200439453125,1309.06005859375,1285.6500244140625,1305.9200439453125,0.0,1305.9200439453125
2022-12-14,1288.97998046875,1300.3199462890625,1288.97998046875,1288.97998046875,0.0,1288.97998046875
2022-12-15,1295.6800537109375,1319.5400390625,1295.010009765625,1295.6800537109375,0.0,1295.6800537109375
2022-12-16,1317.0999755859375,1317.699951171875,1303.8800048828125,1317.0999755859375,0.0,1317.0999755859375
2022-12-19,1308.8599853515625,1304.4599609375,1296.5400390625,1308.8599853515625,0.0,1308.8599853515625
2022-12-20,1301.3299560546875,1303.8199462890625,1280.260009765625,1301.3299560546875,0.0,1301.3299560546875
2022-12-21,1283.6400146484375,1289.2900390625,1281.1600341796875,1283.6400146484375,0.0,1283.6400146484375
2022-12-22,1280.77001953125,1287.06005859375,1271.989990234375,1280.77001953125,0.0,1280.77001953125
2022-12-23,1290.199951171875,1291.8299560546875,1277.43994140625,1290.199951171875,0.0,1290.199951171875
2022-12-26,1279.239990234375,1281.5400390625,1272.8699951171875,1279.239990234375,0.0,1279.239990234375
2022-12-27,1275.1300048828125,1275.1300048828125,1255.780029296875,1275.1300048828125,0.0,1275.1300048828125
2022-12-28,1272.280029296875,1273.47998046875,1265.1500244140625,1272.280029296875,0.0,1272.280029296875
2022-12-29,1274.3199462890625,1274.3199462890625,1259.3399658203125,1274.3199462890625,0.0,1274.3199462890625
2022-12-30,1260.260009765625,1264.3499755859375,1250.52001953125,1260.260009765625,0.0,1260.260009765625
2023-01-02,1260.9100341796875,1273.9300537109375,1256.550048828125,1260.9100341796875,0.0,1260.9100341796875
2023-01-03,1270.0999755859375,1278.969970703125,1264.3900146484375,1270.0999755859375,0.0,1270.0999755859375
2023-01-04,1279.0799560546875,1279.719970703125,1267.56005859375,1279.0799560546875,0.0,1279.0799560546875
2023-01-05,1271.0799560546875,1278.22998046875,1265.739990234375,1271.0799560546875,0.0,1271.0799560546875
2023-01-06,1274.1800537109375,1274.1800537109375,1253.010009765625,1274.1800537109375,0.0,1274.1800537109375
2023-01-09,1252.8800048828125,1252.8900146484375,1233.93994140625,1252.8800048828125,0.0,1252.8800048828125
2023-01-10,1239.280029296875,1248.1199951171875,1236.1400146484375,1239.280029296875,0.0,1239.280029296875
2023-01-11,1240.1600341796875,1249.6600341796875,1238.199951171875,1240.1600341796875,0.0,1240.1600341796875
2023-01-12,1241.5999755859375,1246.719970703125,1234.5799560546875,1241.5999755859375,0.0,1241.5999755859375
2023-01-13,1239.1300048828125,1245.760009765625,1233.1400146484375,1239.1300048828125,0.0,1239.1300048828125
2023-01-16,1236.5899658203125,1240.2099609375,1230.9200439453125,1236.5899658203125,0.0,1236.5899658203125
2023-01-17,1240.7099609375,1242.22998046875,1235.3900146484375,1240.7099609375,0.0,1240.7099609375
2023-01-18,1237.0,1246.3299560546875,1224.9200439453125,1237.0,0.0,1237.0
2023-01-19,1237.8800048828125,1241.699951171875,1231.06005859375,1237.8800048828125,0.0,1237.8800048828125
2023-01-20,1232.1800537109375,1237.6300048828125,1229.199951171875,1232.1800537109375,0.0,1232.1800537109375
2023-01-23,1230.030029296875,1232.280029296875,1224.010009765625,1230.030029296875,0.0,1230.030029296875
2023-01-24,1229.280029296875,1237.3299560546875,1228.3900146484375,1229.280029296875,0.0,1229.280029296875
2023-01-25,1232.6600341796875,1237.25,1229.6600341796875,1232.6600341796875,0.0,1232.6600341796875
2023-01-26,1232.5899658203125,1234.969970703125,1228.219970703125,1232.5899658203125,0.0,1232.5899658203125
2023-01-27,1231.8499755859375,1235.8599853515625,1227.1099853515625,1231.8499755859375,0.0,1231.8499755859375
2023-01-30,1228.949951171875,1230.4200439453125,1225.199951171875,1228.949951171875,0.0,1228.949951171875
2023-01-31,1231.5,1238.719970703125,1227.52001953125,1231.5,0.0,1231.5
2023-02-01,1232.1500244140625,1233.4000244140625,1225.8900146484375,1232.1500244140625,0.0,1232.1500244140625
2023-02-02,1221.949951171875,1225.47998046875,1216.0,1221.949951171875,0.0,1221.949951171875
2023-02-03,1224.9000244140625,1245.6199951171875,1223.489990234375,1224.9000244140625,0.0,1224.9000244140625
2023-02-06,1246.75,1262.510009765625,1243.6199951171875,1246.75,0.0,1246.75
2023-02-07,1261.22998046875,1263.989990234375,1252.510009765625,1261.22998046875,0.0,1261.22998046875
2023-02-08,1255.3499755859375,1262.5,1251.5699462890625,1255.3499755859375,0.0,1255.3499755859375
2023-02-09,1260.469970703125,1265.8800048828125,1253.1300048828125,1260.469970703125,0.0,1260.469970703125
2023-02-10,1264.550048828125,1268.9200439453125,1257.9200439453125,1264.550048828125,0.0,1264.550048828125
2023-02-13,1266.8699951171875,1279.0400390625,1266.97998046875,1266.8699951171875,0.0,1266.8699951171875
2023-02-14,1272.93994140625,1274.0400390625,1258.06005859375,1272.93994140625,0.0,1272.93994140625
2023-02-15,1272.25,1288.1400146484375,1271.6199951171875,1272.25,0.0,1272.25
2023-02-16,1283.719970703125,1294.77001953125,1278.6800537109375,1283.719970703125,0.0,1283.719970703125
2023-02-17,1288.9599609375,1303.4599609375,1288.93994140625,1288.9599609375,0.0,1288.9599609375
2023-02-20,1293.9200439453125,1297.6700439453125,1292.18994140625,1293.9200439453125,0.0,1293.9200439453125
2023-02-21,1296.1099853515625,1303.260009765625,1292.8499755859375,1296.1099853515625,0.0,1296.1099853515625
2023-02-22,1305.8299560546875,1307.219970703125,1299.8599853515625,1305.8299560546875,0.0,1305.8299560546875
2023-02-23,1302.8299560546875,1306.010009765625,1292.5899658203125,1302.8299560546875,0.0,1302.8299560546875
2023-02-24,1298.0799560546875,1316.239990234375,1295.4599609375,1298.0799560546875,0.0,1298.0799560546875
2023-02-27,1313.699951171875,1325.2099609375,1312.4100341796875,1313.699951171875,0.0,1313.699951171875
2023-02-28,1318.3499755859375,1326.5699462890625,1314.27001953125,1318.3499755859375,0.0,1318.3499755859375
2023-03-01,1321.5999755859375,1323.77001953125,1298.0699462890625,1321.5999755859375,0.0,1321.5999755859375
2023-03-02,1305.72998046875,1317.0,1304.0799560546875,1305.72998046875,0.0,1305.72998046875
2023-03-03,1311.06005859375,1311.2900390625,1298.199951171875,1311.06005859375,0.0,1311.06005859375
2023-03-06,1294.780029296875,1301.1600341796875,1293.5899658203125,1294.780029296875,0.0,1294.780029296875
2023-03-07,1299.0,1315.81005859375,1296.6600341796875,1299.0,0.0,1299.0
2023-03-08,1317.9000244140625,1323.7900390625,1312.219970703125,1317.9000244140625,0.0,1317.9000244140625
2023-03-09,1316.449951171875,1323.5999755859375,1314.68994140625,1316.449951171875,0.0,1316.449951171875
2023-03-10,1325.550048828125,1329.1099853515625,1308.9300537109375,1325.550048828125,0.0,1325.550048828125
2023-03-13,1319.5400390625,1317.5799560546875,1297.469970703125,1319.5400390625,0.0,1319.5400390625
2023-03-14,1296.3800048828125,1314.469970703125,1295.25,1296.3800048828125,0.0,1296.3800048828125
2023-03-15,1304.5799560546875,1322.02001953125,1295.510009765625,1304.5799560546875,0.0,1304.5799560546875
2023-03-16,1311.739990234375,1315.97998046875,1303.0,1311.739990234375,0.0,1311.739990234375
2023-03-17,1301.6199951171875,1309.010009765625,1298.3499755859375,1301.6199951171875,0.0,1301.6199951171875
2023-03-20,1307.6500244140625,1313.3599853515625,1299.6500244140625,1307.6500244140625,0.0,1307.6500244140625
2023-03-21,1304.93994140625,1310.8800048828125,1302.0,1304.93994140625,0.0,1304.93994140625
2023-03-22,1303.43994140625,1309.800048828125,1302.02001953125,1303.43994140625,0.0,1303.43994140625
2023-03-23,1298.25,1299.1800537109375,1276.1300048828125,1298.25,0.0,1298.25
2023-03-24,1286.2900390625,1307.050048828125,1283.47998046875,1286.2900390625,0.0,1286.2900390625
2023-03-26,1294.8299560546875,1303.3399658203125,1294.8199462890625,1294.8299560546875,0.0,1294.8299560546875
2023-03-27,1297.800048828125,1300.550048828125,1292.239990234375,1297.800048828125,0.0,1297.800048828125
2023-03-28,1296.97998046875,1303.9300537109375,1295.1500244140625,1296.97998046875,0.0,1296.97998046875
2023-03-29,1307.1300048828125,1307.5899658203125,1295.8399658203125,1307.1300048828125,0.0,1307.1300048828125
2023-03-30,1296.5,1306.52001953125,1288.27001953125,1296.5,0.0,1296.5
2023-04-02,1305.47998046875,1320.550048828125,1305.47998046875,1305.47998046875,0.0,1305.47998046875
2023-04-03,1308.050048828125,1316.8299560546875,1304.949951171875,1308.050048828125,0.0,1308.050048828125
2023-04-04,1312.4100341796875,1315.8399658203125,1307.93994140625,1312.4100341796875,0.0,1312.4100341796875
2023-04-05,1316.2099609375,1321.800048828125,1315.75,1316.2099609375,0.0,1316.2099609375
2023-04-06,1317.93994140625,1319.93994140625,1313.25,1317.93994140625,0.0,1317.93994140625
2023-04-09,1315.449951171875,1323.1300048828125,1315.449951171875,1315.449951171875,0.0,1315.449951171875
2023-04-10,1320.8800048828125,1323.56005859375,1315.6500244140625,1320.8800048828125,0.0,1320.8800048828125
2023-04-11,1322.0899658203125,1327.9599609375,1318.1300048828125,1322.0899658203125,0.0,1322.0899658203125
2023-04-12,1322.8299560546875,1326.8699951171875,1300.2900390625,1322.8299560546875,0.0,1322.8299560546875
2023-04-13,1301.4300537109375,1306.9000244140625,1294.050048828125,1301.4300537109375,0.0,1301.4300537109375
2023-04-16,1303.3800048828125,1321.9100341796875,1303.3800048828125,1303.3800048828125,0.0,1303.3800048828125
2023-04-17,1316.0699462890625,1320.8499755859375,1314.18994140625,1316.0699462890625,0.0,1316.0699462890625
2023-04-18,1315.9000244140625,1335.510009765625,1313.72998046875,1315.9000244140625,0.0,1315.9000244140625
2023-04-19,1326.760009765625,1332.1600341796875,1318.75,1326.760009765625,0.0,1326.760009765625
2023-04-20,1323.5999755859375,1332.1700439453125,1322.780029296875,1323.5999755859375,0.0,1323.5999755859375
2023-04-23,1329.3800048828125,1336.9100341796875,1328.0999755859375,1329.3800048828125,0.0,1329.3800048828125
2023-04-24,1332.800048828125,1342.77001953125,1328.6099853515625,1332.800048828125,0.0,1332.800048828125
2023-04-25,1341.0,1340.719970703125,1333.8599853515625,1341.0,0.0,1341.0
2023-04-26,1337.8299560546875,1346.02001953125,1336.699951171875,1337.8299560546875,0.0,1337.8299560546875
2023-04-27,1339.3900146484375,1341.3399658203125,1335.699951171875,1339.3900146484375,0.0,1339.3900146484375
2023-04-30,1337.1700439453125,1341.18994140625,1336.22998046875,1337.1700439453125,0.0,1337.1700439453125
2023-05-01,1342.7900390625,1343.1600341796875,1337.1099853515625,1342.7900390625,0.0,1342.7900390625
2023-05-02,1342.300048828125,1341.739990234375,1330.5999755859375,1342.300048828125,0.0,1342.300048828125
2023-05-03,1335.22998046875,1335.199951171875,1319.8199462890625,1335.22998046875,0.0,1335.22998046875
2023-05-04,1320.1500244140625,1324.18994140625,1314.72998046875,1320.1500244140625,0.0,1320.1500244140625
2023-05-07,1316.9599609375,1325.3199462890625,1317.719970703125,1316.9599609375,0.0,1316.9599609375
2023-05-08,1322.4100341796875,1326.5699462890625,1318.719970703125,1322.4100341796875,0.0,1322.4100341796875
2023-05-09,1326.050048828125,1326.050048828125,1315.8299560546875,1326.050048828125,0.0,1326.050048828125
2023-05-10,1318.050048828125,1333.72998046875,1315.780029296875,1318.050048828125,0.0,1318.050048828125
2023-05-11,1329.8800048828125,1341.4599609375,1329.800048828125,1329.8800048828125,0.0,1329.8800048828125
2023-05-14,1341.52001953125,1341.77001953125,1333.5999755859375,1341.52001953125,0.0,1341.52001953125
2023-05-15,1335.4000244140625,1341.4599609375,1331.489990234375,1335.4000244140625,0.0,1335.4000244140625
2023-05-16,1342.4300537109375,1342.4300537109375,1334.02001953125,1342.4300537109375,0.0,1342.4300537109375
2023-05-17,1334.1500244140625,1337.6099853515625,1329.4000244140625,1334.1500244140625,0.0,1334.1500244140625
2023-05-18,1334.739990234375,1335.4300537109375,1321.989990234375,1334.739990234375,0.0,1334.739990234375
2023-05-21,1324.2099609375,1324.219970703125,1312.4300537109375,1324.2099609375,0.0,1324.2099609375
2023-05-22,1313.8299560546875,1321.72998046875,1308.260009765625,1313.8299560546875,0.0,1313.8299560546875
2023-05-23,1319.8399658203125,1320.300048828125,1314.0899658203125,1319.8399658203125,0.0,1319.8399658203125
2023-05-24,1318.52001953125,1330.1099853515625,1317.3499755859375,1318.52001953125,0.0,1318.52001953125
2023-05-25,1330.8900146484375,1330.0400390625,1322.4000244140625,1330.8900146484375,0.0,1330.8900146484375
2023-05-28,1322.4300537109375,1326.6400146484375,1320.0799560546875,1322.4300537109375,0.0,1322.4300537109375
2023-05-29,1324.5899658203125,1326.5799560546875,1316.239990234375,1324.5899658203125,0.0,1324.5899658203125
2023-05-30,1319.7900390625,1327.800048828125,1315.18994140625,1319.7900390625,0.0,1319.7900390625
2023-05-31,1321.739990234375,1324.4000244140625,1315.1700439453125,1321.739990234375,0.0,1321.739990234375
2023-06-01,1312.8499755859375,1313.6800537109375,1298.199951171875,1312.8499755859375,0.0,1312.8499755859375
2023-06-04,1305.1400146484375,1310.510009765625,1299.219970703125,1305.1400146484375,0.0,1305.1400146484375
2023-06-05,1299.7900390625,1303.3299560546875,1294.8199462890625,1299.7900390625,0.0,1299.7900390625
2023-06-06,1299.199951171875,1305.800048828125,1296.27001953125,1299.199951171875,0.0,1299.199951171875
2023-06-07,1308.3399658203125,1308.3800048828125,1295.6199951171875,1308.3399658203125,0.0,1308.3399658203125
2023-06-08,1296.3299560546875,1297.2099609375,1286.22998046875,1296.3299560546875,0.0,1296.3299560546875
2023-06-11,1286.68994140625,1294.0400390625,1282.1700439453125,1286.68994140625,0.0,1286.68994140625
2023-06-12,1284.5799560546875,1285.02001953125,1266.1700439453125,1284.5799560546875,0.0,1284.5799560546875
2023-06-13,1267.6199951171875,1280.02001953125,1267.6199951171875,1267.6199951171875,0.0,1267.6199951171875
2023-06-14,1273.989990234375,1286.0799560546875,1271.9300537109375,1273.989990234375,0.0,1273.989990234375
2023-06-15,1270.050048828125,1280.1400146484375,1268.969970703125,1270.050048828125,0.0,1270.050048828125
2023-06-18,1276.31005859375,1283.9200439453125,1276.3499755859375,1276.31005859375,0.0,1276.31005859375
2023-06-19,1283.239990234375,1289.3800048828125,1277.760009765625,1283.239990234375,0.0,1283.239990234375
2023-06-20,1287.5400390625,1295.6300048828125,1286.199951171875,1287.5400390625,0.0,1287.5400390625
2023-06-21,1288.3800048828125,1301.1700439453125,1287.719970703125,1288.3800048828125,0.0,1288.3800048828125
2023-06-22,1298.2099609375,1310.239990234375,1297.6800537109375,1298.2099609375,0.0,1298.2099609375
2023-06-25,1307.6700439453125,1308.8900146484375,1300.260009765625,1307.6700439453125,0.0,1307.6700439453125
2023-06-26,1302.6600341796875,1307.27001953125,1294.260009765625,1302.6600341796875,0.0,1302.6600341796875
2023-06-27,1296.5999755859375,1312.97998046875,1296.6099853515625,1296.5999755859375,0.0,1296.5999755859375
2023-06-28,1309.010009765625,1321.8399658203125,1305.3599853515625,1309.010009765625,0.0,1309.010009765625
2023-06-29,1323.0699462890625,1323.760009765625,1314.3499755859375,1323.0699462890625,0.0,1323.0699462890625
2023-07-02,1315.300048828125,1316.0799560546875,1301.949951171875,1315.300048828125,0.0,1315.300048828125
2023-07-03,1306.0999755859375,1306.7099609375,1292.4200439453125,1306.0999755859375,0.0,1306.0999755859375
2023-07-04,1295.5,1305.77001953125,1295.6099853515625,1295.5,0.0,1295.5
